ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by The Welding Institute (TWI) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Ei achredu gan y Sefydliad Weldio (TWI) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19204
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Plumbing and Heating Engineers (CIPHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Plymio a Gwresogi (CIPHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19301
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Plumbing and Heating Engineers (CIPHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Plymio a Gwresogi (CIPHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig ac yn rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19302
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Plumbing and Heating Engineers (CIPHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Plymio a Gwresogi (CIPHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19303
http://www.ifst.org,Accredited by the Institute of Food Science and Technology (IFST).,Achrededig gan y Sefydliad Gwyddoniaeth a Thechnoleg Bwyd (IFST).,08001
http://www.aat.org.uk/membership/maat-full-membership/joining-aat-from-a-partner-university,Accredited by the Association of Accounting Technicians (AAT) for the purpose of eligibility to apply for full membership with that body.,Achrededig gan Gymdeithas Technegwyr Cyfrifo (AAT) at bwrpas cymhwysedd i wneud cais am aelodaeth lawn gyda'r corff hwnnw.,00501
http://www.mbaworld.com/Accreditation/Business-School-Search.aspx,Accredited by the Association of MBAs (AMBA).,Hachredu gan y Gymdeithas MBA (AMBA).,00801
http://www.bcs.org/accredited,"Accredited by BCS, the Chartered Institute for IT for the purposes of fully meeting the academic requirement for registration as a Chartered IT Professional.","Achredir gan BCS, Sefydliad Siartredig TG at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel TG Proffesiynol Siartredig.",01101
http://www.bcs.org/accredited,"Accredited by BCS, the Chartered Institute for IT for the purposes of partially meeting the academic requirement for registration as a Chartered IT Professional.","Cydnabuwyd gan BCS, y Sefydliad Siartredig ar gyfer TG at bwrpas cwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Gweithiwr Proffesiynol TG Siartredig.",01103
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by BCS, the Chartered Institute for IT on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.","Cydnabuwyd gan BCS, y Sefydliad Siartredig ar gyfer TG ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",01109
http://www.bps.org.uk/careers-education-training/accredited-courses-training-programmes/accredited-courses-training-progra,Accredited against the requirements for the Graduate Basis for Chartered Membership (GBC) of the British Psychological Society (BPS).,Hachredu yn erbyn y gofynion ar gyfer y Sylfaen Raddedig ar gyfer Aelodaeth Siartredig (GBC) Cymdeithas Seicolegol Prydain (BPS).,02001
http://www.ciat.org.uk/en/careers/educational-establishments/accreditation.cfm,"Accredited by the Chartered Institute of Architectural Technologists (CIAT), and demonstrates that the programme has been assessed in terms of content, structure and resources and has met the required educational standards. Graduates from an Accredited programme will receive full academic exemptions from the professional qualification when progressing to Chartered Architectural Technologist status.","Wedi'i achredu gan Sefydliad Siartredig Technolegwyr Pensaernïol (CIAT), ac mae'n dangos bod y rhaglen wedi cael ei asesu o ran cynnwys, strwythur ac adnoddau ac wedi bodloni'r safonau addysgol gofynnol. Bydd graddedigion o raglen achrededig yn derbyn eithriadau academaidd llawn o'r cymhwyster proffesiynol wrth symud ymlaen i statws Technolegydd Pensaernïol Siartredig.",02701
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,Achrededig gan Sefydliad Ffiseg (IOP) at bwrpas cwrdd yn rhannol â'r gofyniad addysgol ar gyfer Ffisegydd Siartredig.,08902
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Amaethyddol (IAgrE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig,09101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09203
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig,09401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09403
http://www.the-ies.org,Accredited by the Institution of Environmental Sciences (IES) for the purpose of eligibility to apply for associate membership.,Achrededig gan Sefydliad Gwyddorau Amgylcheddol (IES) at bwrpas cymhwysedd i wneud cais am lefel aelodaeth gyswllt.,09601
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr a Rheolwyr Nwy (IGEM) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09803
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09904
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10002
http://www.dft.gov.uk/mca/mcga07-home/workingatsea/mcga-trainingandcert.htm,Recognised by Maritime and Coastguard Agency (MCA) for the purposes of Chief Mate CoC.,Cydnabyddir gan Asiantaeth Gwylwyr y Glannau (MCA) ac at ddibenion Prif Mate CoC.,15003
http://www.nrcpd.org.uk/approved-courses,Accredited by the National Registers of Communication Professionals working with Deaf and Deafblind People (NRCPD) for the purpose of fulfilling the educational requirements to become a Registered Sign Language Interpreter.,Achrededig gan Gofrestr Genedlaethol Gweithwyr Proffesiynol yn gweithio gyda Phobl Fyddar a Phobl Fyddar a Dall (NRCPD) at bwrpasau cyflawni'r gofynion addysgol i ddod yn Gyfieithydd ar y Pryd Iaith Arwyddo Gofrestredig.,17801
http://www.nmc-uk.org/Approved-Programmes/,Recognised by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (child).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (plentyn).,11105
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Gymdeithas Frenhinol Awyrenegol (RAeS) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,11603
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 1 level for the purpose of eligibility for membership of the RIBA.,Achrededig gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at bwrpas eithriad rhan 1 ar gyfer mynediad ar Gofrestr y DU o Benseiri.,12102
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Brenhinol Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,12303
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.","Hachredu gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",08504
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08804
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11604
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institute of Plumbing and Heating Engineers (CIPHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Siartredig Peirianwyr Plymio a Gwresogi (CIPHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19304
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09505
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Achredir gan Sefydliad y Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09705
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Mesur a Rheoli (InstMC) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08704
http://www.icheme.org/membership/technician.aspx,Accredited by the Institution of Chemical Engineers (IChemE) for the purpose of fully meeting the academic requirement for registration as a technician. , Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) at bwrpas cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel technegydd. ,09205
http://www.eaeve.org/esevt/esevt-establishments-status.html,Accredited by the European Association of Establishments for Veterinary Education (EAEVE).,Achrededig gan Gymdeithas Ewropeaidd y Sefydliadau ar gyfer Addysg Filfeddygol (EAEVE).,05401
http://www.gdc-uk.org/Dentalprofessionals/Education/Pages/default.aspx,"The General Dental Council quality assures and approves qualifications for registration, for the following registrant groups: Dentists; dental hygienists; dental therapists; dental nurses; clinical dental technicians; dental technicians; and orthodontic therapists.","Mae sicrhau ansawdd y Cyngor Deintyddol Cyffredinol ac yn cymeradwyo cymwysterau ar gyfer cofrestru, ar gyfer y grwpiau cofrestredig canlynol: Deintyddion; hylenyddion deintyddol; therapyddion deintyddol; nyrsys deintyddol; technegwyr deintyddol clinigol; technegwyr deintyddol; a therapyddion orthodontig.",05801
http://www.optical.org/en/Education/Approving_courses/index.cfm,Accredited by the General Optical Council (GOC).,Achrededig gan Gyngor Optegol Cyffredinol (GOC),06001
http://www.pharmacyregulation.org/education/approval-courses,Accredited by the General Pharmaceutical Council (GPhC) in order to progress to pharmacist pre-registration training and then to register as a pharmacist.,Achrededig gan Y Cyngor Fferyllol Cyffredinol (GPhC) er mwyn symud ymlaen i hyfforddiant cyn-gofrestru mewn fferylliaeth ac yna i gofrestru fel fferyllydd.,06201
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an arts therapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel therapydd celf.,06901
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a biomedical scientist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel gwyddonydd biofeddygol.,06902
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a dietitian.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel dietegydd.,06904
http://www.ibms.org/go/qualifications/ibms-courses/accreditation,Accredited by the Institute of Biomedical Science (IBMS).,Achrededig gan Sefydliad Gwyddorau Biofeddygol (IBMS),07301
http://www.icaew.com/en/qualifications-and-programmes/aca/aca-training-in-the-uk/exams/credit-for-prior-learning,Accredited by the Institute of Chartered Accountants England and Wales (ICAEW) for the purpose of exemption from some professional examinations.,Achrededig gan Sefydliad Cyfrifwyr Siartredig yng Nghymru a Lloegr (ICAEW) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,07501
www.tmi.org.uk/,"Accredited by the Tourism Management Institute (TMI), the professional association for the destination management sector.",Achrededig gan Sefydliad Rheoli Twristiaeth (TMI) y gymdeithas broffesiynol ar gyfer y sector rheoli cyrchfan.,18401
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a chiropodist/podiatrist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ciropodydd/pediatrydd.,06903
http://www.iema.net/associate-membership,Accredited by the Institute of Environmental Management and Assessment (IEMA) for the purpose of eligibility to apply for associate membership.,Achrededig gan Sefydliad Rheolaeth ac Asesiad Amgylcheddol (IEMA) at bwrpas cymhwysedd i wneud cais am aelodaeth gyswllt yn dilyn arholiadau mynediad.,07901
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Priffordd (IHE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08102
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by BCS, the Chartered Institute for IT on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for Incorporated Engineer and partially meeting the academic requirement for a Chartered Engineer.","Cydnabuwyd gan BCS, y Sefydliad Siartredig ar gyfer TG ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer Peiriannydd Siartredig.",01105
http://www.cisi.org/bookmark/genericform.aspx?form=29848780&URL=mgrade,Accredited by the Chartered Institute for Securities and Investment (CISI) for the purpose of eligibility to apply for associate membership with that body.,Hachredu gan y Sefydliad Siartredig ar gyfer Gwarantau a Buddsoddi (CISI) at ddibenion bod yn gymwys i wneud cais am aelodaeth gyswllt gyda'r corff hwnnw.,02501
http://www.theidm.com/employability/for-educators/,Accredited by the Institute of Direct and Digital Marketing for the purpose of gaining IDM qualifications.,Achrededig gan y Sefydliad Uniongyrchol a Marchnata Digidol ar gyfer y diben o ennill cymwysterau IDM.,18601
http://www.iog.org/train-education/careers/HE+Accredited+Qualifications,"These accredited qualifications provide an ideal basis to commence a career in the grounds care and turfgrass industry, providing a broad technical ability with a range of transferable skills. The IOG confirms that the course content for each qualification has been carefully analysed and they are fit for purpose and meet robust standards.","Mae'r cymwysterau achrededig yn darparu sail delfrydol i ddechrau gyrfa yn y diwydiant gofal tiroedd a gweiriau chwarae, gan ddarparu gallu technegol eang gydag amrywiaeth o sgiliau trosglwyddadwy. Mae'r IOG yn cadarnhau bod cynnwys y cwrs ar gyfer pob cymhwyster wedi cael eu dadansoddi'n ofalus ac maent yn addas at y diben ac yn bodloni safonau cadarn.",18701
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Society of Operations Engineers (SOE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Gymdeithas y Peirianwyr Gweithrediadau (SOE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Society of Operations Engineers (SOE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Gymdeithas y Peirianwyr Gweithrediadau (SOE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig ac yn rhannol gwrdd â academaidd gofyniad i gofrestru fel Peiriannydd Siartredig.,19102
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Society of Operations Engineers (SOE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Gymdeithas y Peirianwyr Gweithrediadau (SOE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19103
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by The Welding Institute (TWI) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Ei achredu gan y Sefydliad Weldio (TWI) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig ac yn rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19202
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by The Welding Institute (TWI) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Ei achredu gan y Sefydliad Weldio (TWI) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19203
http://www.iomnet.org.uk/EducationTraining/AccreditedProgrammes.aspx,Accredited by the Institute of Operations Management for the purpose of exemption from the academic requirements for full membership. It may also reduce the length of the particle experience that an applicant would require.,Hachredu gan y Sefydliad Rheoli Gweithrediadau ar gyfer y diben o eithrio o'r gofynion academaidd ar gyfer aelodaeth lawn. Gall hefyd leihau hyd y profiad gronynnau a fyddai'n gofyn i ymgeisydd.,19801
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad Brenhinol y Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12304
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Energy Institute (EI) on behalf of the Engineering Council as further learning for the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ynni (EI) ar ran y Cyngor Peirianneg â dysgu pellach ar gyfer y gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,05107
http://www.iosh.co.uk/en/Membership.aspx,Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Associate/Technical membership.,Hachredu gan y Sefydliad Diogelwch ac Iechyd Galwedigaethol yn bodloni'r gofynion academaidd ar gyfer y ddibenion bod yn gymwys i wneud cais am aelodaeth Cyswllt / Technegol.,15802
http://www.rcvs.org.uk/document-library/list-of-rcvs-accredited-higher-education-qualifications-in/,Accredited by the Royal College of Veterinary Surgeons (RCVS) for the purpose of eligibility for registration as a veterinary nurse with that body.,Achredir gan Goleg Brenhinol y Milfeddygon (RCVS) at ddibenion bod yn gymwys ar gyfer cofrestru fel nyrs filfeddygol gyda'r corff hwnnw.,12002
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 3 level for the purpose of eligibility for membership of the RIBA.,Dilyswyd gan Sefydliad Brenhinol Penseiri Prydain (RIBA) yn Rhan 3 lefel ar gyfer y diben o gymhwyster ar gyfer aelodaeth o'r RIBA.,12104
http://www.apm.org.uk/acadaccreditation,"APM Academic Accreditation assesses programmes or modules to help students and professionals choose the best education in support of their project management careers. Academic Accreditation identifies courses and modules which are aligned to the APM Body of Knowledge, 6th edition. Working with other accreditation streams we offer clear, visible and joined-up career progression opportunities.","APM Achredu Academaidd yn asesu rhaglenni neu fodiwlau i helpu myfyrwyr a gweithwyr proffesiynol yn dewis addysg orau i gefnogi eu gyrfaoedd rheoli prosiect. Achrediad Academaidd yn nodi cyrsiau a modiwlau sy'n cael eu halinio i'r Corff APM Gwybodaeth, 6ed argraffiad. Gweithio gydag achredu eraill ffrydiau rydym yn cynnig cyfleoedd dilyniant gyrfa cydgysylltiedig glir, yn weladwy ac.",00401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by BCS, the Chartered Institute for IT on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.","Achredir gan BCS, Sefydliad Siartredig TG ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",01110
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.	,Hachredu gan y Sefydliad Ffiseg (IOP) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08904
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.	,Hachredu gan y Sefydliad Ffiseg (IOP) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08905
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Ffiseg (IOP) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08906
